Date,Open,High,Low,Close,Volume,pct_change,Lag1,Lag2,Lag3,MA_9,MA_21,MA_50,MA_150,MA_200,RSI_14,Target
2005-05-27,89.55,88.95,85.1,85.1,31437800.0,-0.05,89.55,94.25,95.9,96.64,96.83,107.3,92.51,85.38,32.30114163183482,89.35
2005-05-30,85.1,89.35,84.25,89.35,37600700.0,0.05,85.1,89.55,94.25,95.29,96.54,105.55,92.66,85.5,39.00236051564066,92.65
2005-05-31,89.35,93.65,88.5,92.65,100079000.0,0.04,89.35,85.1,89.55,94.31,96.62,104.05,92.84,85.64,43.66528372250314,96.6
2005-06-01,92.65,97.2,92.65,96.6,99552000.0,0.04,92.65,89.35,85.1,93.54,96.88,102.79,93.04,85.8,48.71856256595892,101.4
2005-06-02,96.6,101.4,98.9,101.4,76775600.0,0.05,96.6,92.65,89.35,93.5,97.36,101.78,93.27,85.98,54.105996103318596,101.25
2005-06-03,101.4,103.9,100.25,101.25,97389500.0,-0.0,101.4,96.6,92.65,94.01,97.66,100.93,93.5,86.16,53.91537583461938,100.95
2005-06-06,101.25,102.9,96.2,100.95,73927300.0,-0.0,101.25,101.4,96.6,94.57,97.82,100.21,93.73,86.33,53.50933666888859,105.95
2005-06-07,100.95,105.95,104.4,105.95,58373300.0,0.05,100.95,101.25,101.4,95.87,98.05,99.73,93.99,86.53,59.045291769329765,102.6
2005-06-08,105.95,107.5,100.7,102.6,125689300.0,-0.03,105.95,100.95,101.25,97.32,98.17,99.31,94.23,86.71,54.37359792577106,103.0
2005-06-09,102.6,104.65,102.5,103.0,3767800.0,0.0,102.6,105.95,100.95,99.31,98.2,99.02,94.48,86.89,54.83312280888953,103.75
2005-06-10,103.0,104.4,101.6,103.75,2246400.0,0.01,103.0,102.6,105.95,100.91,98.48,98.86,94.74,87.08,55.73335669525132,105.25
2005-06-13,103.75,106.1,104.25,105.25,4642100.0,0.01,103.75,103.0,102.6,102.31,98.66,98.85,95.0,87.28,57.555455197454755,104.2
2005-06-14,105.25,105.5,103.1,104.2,2003400.0,-0.01,105.25,103.75,103.0,103.15,98.89,98.66,95.26,87.47,55.823274126480484,106.35
2005-06-15,104.2,106.5,104.5,106.35,3785000.0,0.02,104.2,105.25,103.75,103.7,99.12,98.56,95.53,87.67,58.572612455242755,101.7
2005-06-16,104.6,105.95,101.3,101.7,27058100.0,-0.04,106.35,104.2,105.25,103.75,99.13,98.48,95.77,87.85,51.15712108455983,103.65
2005-06-17,101.7,104.25,101.0,103.65,44254500.0,0.02,101.7,106.35,104.2,104.05,99.14,98.34,96.01,88.05,53.798713159157636,108.8
2005-06-20,103.65,108.8,106.25,108.8,45370400.0,0.05,103.65,101.7,106.35,104.37,99.47,98.4,96.3,88.26,59.95808765238904,104.75
2005-06-21,108.8,109.5,104.1,104.75,47951800.0,-0.04,108.8,103.65,101.7,104.61,99.86,98.48,96.55,88.46,53.87527405557032,103.6
2005-06-22,104.75,105.85,102.75,103.6,23453700.0,-0.01,104.75,108.8,103.65,104.67,100.22,98.63,96.8,88.66,52.254190645524666,106.2
2005-06-23,103.6,106.2,99.6,106.2,40830000.0,0.03,103.6,104.75,108.8,104.94,100.79,98.84,97.07,88.86,55.51335117103564,104.45
2005-06-24,106.2,106.4,103.55,104.45,50399400.0,-0.02,106.2,103.6,104.75,104.86,101.5,98.99,97.33,89.07,52.896110759990805,103.35
2005-06-27,104.45,104.95,102.75,103.35,18573500.0,-0.01,104.45,106.2,103.6,104.76,102.37,98.97,97.57,89.27,51.260177442981856,107.25
2005-06-28,103.35,107.75,103.65,107.25,69286900.0,0.04,103.35,104.45,106.2,104.86,103.22,99.17,97.84,89.49,56.40780586590204,106.35
2005-06-29,107.25,107.5,105.7,106.35,36611700.0,-0.01,107.25,103.35,104.45,105.38,103.88,99.44,98.11,89.7,54.96511600014551,105.3
2005-06-30,106.35,108.05,105.3,105.3,42613800.0,-0.01,106.35,107.25,103.35,105.56,104.29,99.68,98.37,89.91,53.25385482554115,106.05
2005-07-01,105.3,107.3,105.3,106.05,25596200.0,0.01,105.3,106.35,107.25,105.26,104.51,99.9,98.63,90.13,54.34718997493462,105.3
2005-07-04,106.05,106.85,104.65,105.3,16156800.0,-0.01,106.05,105.3,106.35,105.32,104.7,100.15,98.89,90.35,53.011930074725676,109.6
2005-07-05,105.3,109.65,104.35,109.6,47195900.0,0.04,105.3,106.05,105.3,105.98,105.12,100.4,99.17,90.6,59.20105837377151,108.05
2005-07-06,109.6,110.5,107.55,108.05,75932000.0,-0.01,109.6,105.3,106.05,106.19,105.22,100.56,99.45,90.84,56.32125946258372,109.0
2005-07-07,108.05,109.9,108.6,109.0,33242000.0,0.01,108.05,109.6,105.3,106.69,105.52,100.8,99.74,91.08,57.68005580467767,108.75
2005-07-08,109.0,109.3,108.2,108.75,25686900.0,-0.0,109.0,108.05,109.6,107.29,105.8,101.07,100.02,91.33,57.1759764174621,107.6
2005-07-11,108.75,110.7,107.5,107.6,46948200.0,-0.01,108.75,109.0,108.05,107.33,105.98,101.4,100.29,91.57,54.80338389608014,107.0
2005-07-12,107.6,108.45,105.8,107.0,37614800.0,-0.01,107.6,108.75,109.0,107.41,106.06,101.72,100.55,91.81,53.554720396410104,106.45
2005-07-13,107.0,107.9,105.95,106.45,16427000.0,-0.01,107.0,107.6,108.75,107.53,106.17,102.02,100.82,92.05,52.3766483053429,106.35
2005-07-14,106.45,107.4,106.1,106.35,10894700.0,-0.0,106.45,107.0,107.6,107.57,106.17,102.25,101.08,92.28,52.15201857906273,107.8
2005-07-15,106.35,107.85,105.9,107.8,18767200.0,0.01,106.35,106.45,107.0,107.84,106.46,102.46,101.35,92.52,55.155282523761734,105.85
2005-07-18,107.8,107.5,105.8,105.85,8286200.0,-0.02,107.8,106.35,106.45,107.43,106.56,102.55,101.61,92.74,50.55926257581442,104.1
2005-07-19,105.85,105.45,102.6,104.1,24479000.0,-0.02,105.85,107.8,106.35,106.99,106.34,102.63,101.86,92.94,46.790967222653485,105.6
